0,0,,
3.47222E-06,6.81E-08,,
3.66675E-06,7.21E-08,,
4.05581E-06,8.06E-08,,
4.83393E-06,1.00E-07,,
6.39017E-06,1.49E-07,,
9.50266E-06,2.89E-07,,
1.52378E-05,6.89E-07,,
2.29757E-05,1.52035E-06,,
3.5171E-05,3.50956E-06,,
5.26391E-05,7.79501E-06,,
7.96481E-05,1.77139E-05,,
0.000119526,3.9545E-05,,
0.000180561,8.90804E-05,,
0.000272265,0.000198427,,
0.000413167,0.000441229,,
0.000630318,0.000964709,,
0.000977121,0.002052502,,
0.001324343,0.003266821,,
0.001671566,0.004383976,,
0.002018788,0.005209397,,
0.00236601,0.005596595,,
0.002713232,0.005459456,,
0.003060454,0.004776471,,
0.003407677,0.00358754,,
0.003754899,0.001984683,,
0.004102121,9.84256E-05,,
0.004449343,-0.001918174,,
0.004796566,-0.00390591,,
0.005143788,-0.005714546,,
0.00549101,-0.007215335,,
0.005838232,-0.008310096,,
0.006185454,-0.008936442,,
0.006532677,-0.009069236,,
0.006879899,-0.008718678,,
0.007227121,-0.007925718,,
0.007574343,-0.006755623,,
0.007921566,-0.005290576,,
0.008268788,-0.003622126,,
0.00861601,-0.001844168,,
0.008963232,-4.69723E-05,,
0.009310454,0.001687434,,
0.009657677,0.003288426,,
0.010004899,0.004698523,,
0.010352121,0.005873916,,
0.010699343,0.006784048,,
0.011046566,0.007410549,,
0.011393788,0.007745844,,
0.01174101,0.007791676,,
0.012088232,0.007557753,,
0.012435454,0.007060629,,
0.012782677,0.006322853,,
0.013129899,0.005372379,,
0.013477121,0.004242124,,
0.013824343,0.002969597,,
0.014171566,0.001596457,,
0.014518788,0.000167895,,
0.01486601,-0.001268229,,
0.015213232,-0.00266255,,
0.015560454,-0.003965657,,
0.015907677,-0.005129796,,
0.016254899,-0.006110742,,
0.016602121,-0.006869728,,
0.016949343,-0.007375291,,
0.017296566,-0.007604924,,
0.017643788,-0.007546391,,
0.01799101,-0.007198621,,
0.018338232,-0.006572091,,
0.018685454,-0.005688667,,
0.019032677,-0.004580901,,
0.019379899,-0.0032908,,
0.019727121,-0.001868146,,
0.020074343,-0.000368441,,
0.020421566,0.001149415,,
0.020768788,0.00262559,,
0.02111601,0.004001816,,
0.021463232,0.005223806,,
0.021810454,0.006243465,,
0.022157677,0.00702082,,
0.022504899,0.007525588,,
0.022852121,0.007738326,,
0.023199343,0.007651125,,
0.023546566,0.007267838,,
0.023893788,0.00660384,,
0.02424101,0.005685345,,
0.024588232,0.004548318,,
0.024935454,0.003237021,,
0.025282677,0.001802271,,
0.025629899,0.000299459,,
0.025977121,-0.001213574,,
0.026324343,-0.002678749,,
0.026671566,-0.004039949,,
0.027018788,-0.005245132,,
0.02736601,-0.006248294,,
0.027713232,-0.007011194,,
0.028060454,-0.007504794,,
0.028407677,-0.007710344,,
0.028754899,-0.007620093,,
