X--Trace 1::[interactive: TIME],Y--Trace 1::[PR4: I(C1)]
0,0
0.000001953125,3.8311936871870956e-8
0.0000020625270052862685,4.057813387529723e-8
0.0000022813310158588055,4.535091211671073e-8
0.0000027189390370038794,5.6338615170764746e-8
0.000003594155079294027,8.408101224997913e-8
0.000005344587163874322,1.6262096698188972e-7
0.000008569394381121146,3.8771322977196347e-7
0.000012919052492021786,8.561573225854462e-7
0.000019771520221535298,0.000001977188161309788
0.000029579778278654115,0.000004394100804793916
0.00004472888894236038,0.000009995055918269959
0.00006705756214443008,0.000022346144147174905
0.00010113888226522772,0.000050462527615438934
0.00015210982536535106,0.00011287359029225941
0.00022980581983797672,0.0002528841567522794
0.00034778708722570844,0.000560826453466161
0.0005305924681715553,0.0012294576321745878
0.0007259049681715554,0.0021354199959456917
0.0009212174681715553,0.0031491585940376446
0.0011165299681715553,0.004172207955220065
0.0013118424681715553,0.005106538095566509
0.0015071549681715552,0.0058603648324269345
0.0017024674681715552,0.006353429327081548
0.0018977799681715551,0.006521507634145999
0.0020930924681715553,0.006319955767671673
0.0022884049681715555,0.005726147366564401
0.0024837174681715556,0.004740717009039816
0.002679029968171556,0.0033875800545062444
0.002874342468171556,0.0017127570657266833
0.003069654968171556,-0.00021791501528710747
0.0032649674681715563,-0.002322053889851232
0.0034602799681715565,-0.0045048123528974825
0.0036555924681715567,-0.006663562380212592
0.003850904968171557,-0.008692953892357726
0.004046217468171557,-0.010490106626174688
0.004241529968171557,-0.011959691754107039
0.004436842468171557,-0.013018668726417926
0.004632154968171557,-0.013600461649020072
0.004827467468171557,-0.013658387333368209
0.0050227799681715575,-0.013168182604550764
0.005218092468171558,-0.012129519888344188
0.005413404968171558,-0.010566445667662062
0.005608717468171558,-0.008526724123179005
0.005804029968171558,-0.006080116122857748
0.005999342468171558,-0.003315669704715779
0.0061946549681715585,-0.00033814042249757925
0.006389967468171559,0.0027363033040524037
0.006585279968171559,0.0057849048237076026
0.006780592468171559,0.00868346704388618
0.006975904968171559,0.011311603582988806
0.007171217468171559,0.01355786981596049
0.0073665299681715595,0.015324556009983007
0.00756184246817156,0.01653193942945849
0.00775715496817156,0.01712181530302465
0.00795246746817156,0.017060156877285747
0.00814777996817156,0.01633879113557578
0.008343092468171559,0.014976017609830482
0.008538404968171558,0.013016141368083354
0.008733717468171557,0.010527935930645674
0.008929029968171557,0.00760209574072529
0.009124342468171556,0.004347779122705217
0.009319654968171555,0.0008883797521208811
0.009514967468171555,-0.002643303935751712
0.009710279968171554,-0.006110307491496034
0.009905592468171553,-0.009376936837643318
0.010100904968171552,-0.01231418368128763
0.010296217468171552,-0.014804902036317968
0.010491529968171551,-0.016748537373312573
0.01068684246817155,-0.018065217682712176
0.01088215496817155,-0.018699041103936522
0.011077467468171549,-0.018620426709362346
0.011272779968171548,-0.017827432252175677
0.011468092468171548,-0.01634598370232863
0.011663404968171547,-0.014229004572449078
0.011858717468171546,-0.011554476663440866
0.012054029968171545,-0.008422506213511483
0.012249342468171545,-0.004951508845757617
0.012444654968171544,-0.0012736616299650685
0.012639967468171543,0.0024702003638230885
0.012835279968171543,0.006136043573672666
0.013030592468171542,0.009582237851935932
0.013225904968171541,0.012675081286676677
0.01342121746817154,0.015294031255414505
0.01361652996817154,0.01733643632731383
0.01381184246817154,0.018721582977945305
0.014007154968171539,0.019393897713771282
0.014202467468171538,0.01932517807466397
0.014397779968171537,0.018515763803541665
0.014593092468171536,0.01699460076307781
0.014788404968171536,0.014818193327729334
0.014983717468171535,0.012068484302116073
0.015179029968171534,0.008849743226341612
0.015374342468171534,0.005284582598169357
0.015569654968171533,0.0015092555677811148
0.015764967468171534,-0.002331583278290618
0.015960279968171533,-0.006090451420168015
0.016155592468171533,-0.0096227304309046
0.016350904968171532,-0.012792255998165816
0.01654621746817153,-0.01547658920772799
0.01674152996817153,-0.017571764558958303
0.01693684246817153,-0.018996330320873823
0.01713215496817153,-0.019694524128630323
0.01732746746817153,-0.019638460105944503
0.017522779968171528,-0.018829241985213196
0.017718092468171527,-0.01729695820500442
0.017913404968171526,-0.01509955818737024
0.018108717468171526,-0.012320652262600401
0.018304029968171525,-0.009066319343152891
0.018499342468171524,-0.005461044841744672
0.018694654968171524,-0.001642944996925598
0.018889967468171523,0.002241538588152278
0.019085279968171522,0.00604326983952759
0.01928059246817152,0.009616157523562902
0.01947590496817152,0.012822781675733079
0.01967121746817152,0.015539690104950422
0.01986652996817152,0.017662160566712857
0.02006184246817152,0.019108244724193407
0.020257154968171518,0.019821937640884923
0.020452467468171517,0.019775350206151936
0.020647779968171517,0.018969800288064113
0.020843092468171516,0.01743578005580722
0.021038404968171515,0.015231800211117228
0.021233717468171515,0.012442155145466514
0.021429029968171514,0.009173694629009518
0.021624342468171513,0.00555172593562098
0.021819654968171513,0.0017152038397392731
0.022014967468171512,-0.0021886066070647726
0.02221027996817151,-0.006009789257552658
0.02240559246817151,-0.009601540294112285
0.02260090496817151,-0.012825814114134755
0.02279621746817151,-0.01555863436183261
0.02299152996817151,-0.017694865630981448
0.023186842468171508,-0.019152262075383692
0.023382154968171507,-0.01987463695339171
0.023577467468171506,-0.019834030930189327
0.023772779968171506,-0.019031795466063723
0.023968092468171505,-0.01749854934881249
0.024163404968171504,-0.015293009777797174
0.024358717468171504,-0.012499742707765427
0.024554029968171503,-0.009225918746093072
0.024749342468171502,-0.005597199167236954
0.0249446549681715,-0.0017529100902136281
0.0251399674681715,0.0021593097296651077
0.0253352799681715,0.00598918176945901
0.0255305924681715,0.009589563179864518
0.0257259049681715,0.012822102736443925
0.025921217468171498,0.015562559804308453
0.026116529968171497,0.017705581751623862
0.026311842468171497,0.019168756047937625
0.026507154968171496,0.019895781153059077
0.026702467468171495,0.019858634169520346
0.026897779968171494,0.019058651794276533
0.027093092468171494,0.017526482880476122
0.027288404968171493,0.015320914301477941
0.027483717468171492,0.0125266151286678
0.02767902996817149,0.009250885726253742
0.02787434246817149,0.005619536630739167
0.02806965496817149,0.0017720555487406205
0.02826496746817149,-0.002143751812718569
0.02846027996817149,-0.005977441127318291
0.028655592468171488,-0.009581710760852177
0.028850904968171488,-0.012818062797988448
0.029046217468171487,-0.01556212617825449
0.029241529968171486,-0.017708437309697088
0.029436842468171485,-0.01917449437048427
0.029632154968171485,-0.019903929416749087
0.029827467468171484,-0.019868676316590027
0.030022779968171483,-0.019070051122237378
0.030218092468171483,-0.017538703291555477
0.030413404968171482,-0.015333439569559446
0.03060871746817148,-0.012538965672213975
0.03080402996817148,-0.009262632512784617
0.03099934246817148,-0.005630311976377398
0.03119465496817148,-0.0017815607100656224
0.03138996746817148,0.0021357422321644816
0.03158527996817148,0.00597107782078431
0.031780592468171484,0.009577071179825442
0.03197590496817149,0.012815155118667786
0.03217121746817149,0.015560895398944053
0.03236652996817149,0.017708773062729364
0.032561842468171495,0.0191762400089024
0.0327571549681715,0.019906891930612045
0.0329524674681715,0.019872636644934116
0.033147779968171504,0.01907477445250885
0.033343092468171506,0.017543948976445043
0.03353840496817151,0.0153389703391059
0.03373371746817151,0.012544555874167876
0.033929029968171515,0.009268075173885913
0.03412434246817152,0.005635424538829842
0.03431965496817152,0.001786189358688177
0.03451496746817152,-0.0021317196780359857
0.034710279968171526,-0.005967750422445982
0.03490559246817153,-0.009574494725094501
0.03510090496817153,-0.01281335318127778
0.035296217468171534,-0.015559861461291399
0.03549152996817154,-0.017708473527343036
0.03568684246817154,-0.01917661790809096
0.03588215496817154,-0.01990787113615865
0.036077467468171545,-0.019874126379967594
0.03627277996817155,-0.019076673915046773
0.03646809246817155,-0.01754615189765663
0.036663404968171553,-0.015341369318023126
0.036858717468171556,-0.012547046353235218
0.03705402996817156,-0.009270558945196489
0.03724934246817156,-0.0056378126979757595
0.037444654968171565,-0.0017884046507277498
0.03763996746817157,0.002129741148960973
0.03783527996817157,0.005966058122746226
0.03803059246817157,0.0095731232402178
0.038225904968171576,0.012812322342214601
0.03842121746817158,0.015559176991206715
0.03861652996817158,0.0177081281370361
0.038811842468171584,0.019176592759384603
0.03900715496817159,0.01990813758652346
0.03920246746817159,0.019874647919549786
0.03939777996817159,0.019077408208528997
0.039593092468171595,0.017547052847683466
0.0397884049681716,0.015342389073829003
0.0399837174681716,0.01254813719713289
0.0401790299681716,0.009271675000201329
0.040374342468171606,0.005638911411520727
